id,screen_name,latitude,longitude,lang,in_reply_to_status_id,text,url,timestamp,conversation_id,conversation_deep,num_replies,num_users,affected,missing,evacuation,infrastructure,need,offer,precaution,emotional,other,comment
7.22E+17,tinocotania,,,es,,"Pdte Correa desde Roma:El decreto d excepción significa q hay fondos y líneas dcrédito x 600millones dólares,1hospital móvil va a Pedernales",https://www.twitter.com/tinocotania/status/721570597554253824,4/17/2016 5:26,7.22E+17,1,13,12,,,,,0,0,1,0,,
7.22E+17,NancyBayas,,,es,7.22E+17,"@tinocotania Ya está aquí Nuestro Mashi Rafael , y Tofos unidos por una sola Causa . Solidaridad para nuestro pueblo Manabita .",https://www.twitter.com/NancyBayas/status/721879824889999360,4/18/2016 1:55,7.22E+17,2,13,12,,,,,0,0,,1,,
7.22E+17,clavo3278,,,es,7.22E+17,@tinocotania El Ecuador hasta preparado con la ayuda de Dios saldremos adelante.,https://www.twitter.com/clavo3278/status/721580876593827845,4/17/2016 6:07,7.22E+17,2,13,12,,,,,0,0,,1,,
7.22E+17,AngelaAlmenaba,,,es,7.22E+17,@tinocotania nos refien que pedernales esta incomunicados puentes de acceso colapsados... Conocen sobre esto ?,https://www.twitter.com/AngelaAlmenaba/status/721572090000842752,4/17/2016 5:32,7.22E+17,2,13,12,,,,1,0,0,,0,,
7.22E+17,ChrisCedenoES,,,es,7.22E+17,"@tinocotania va a necesitar más de 600 millones, esto está terrible por manabi, guayas y esmeraldas",https://www.twitter.com/ChrisCedenoES/status/721575663199744000,4/17/2016 5:46,7.22E+17,2,13,12,,,,,0,0,,0,1,
7.22E+17,Fiorell93161908,,,es,7.22E+17,@tinocotania @MayBayas @juancho x el esas vidas q murieron n st sismo ayudemos y no maldita politiqueria. ¡Solidaridad!,https://www.twitter.com/Fiorell93161908/status/721576159859843072,4/17/2016 5:48,7.22E+17,2,13,12,,,,,0,0,,1,,
7.22E+17,AceboMercy,,,es,7.22E+17,"@tinocotania que bien querida Tania..Mi Provincia en ruinas, ojala llegue pronto la ayuda.Muchas bendiciones",https://www.twitter.com/AceboMercy/status/721731039446593536,4/17/2016 16:04,7.22E+17,2,13,12,,,,,0,0,,1,,
7.22E+17,StalinEsparza,,,es,7.22E+17,"@tinocotania una pregunta: y bahia de caraquez? Que a pasado alli, recordar el ultimo terremoto",https://www.twitter.com/StalinEsparza/status/721586903062089728,4/17/2016 6:31,7.22E+17,2,13,12,,,,,0,0,,0,1,
7.22E+17,majaro21,,,es,7.22E+17,@tinocotania ya le dije vea Tinoco calladita  es mas Bonita. En estos momentos de profundo dolor la otra haciendo cuentas.,https://www.twitter.com/majaro21/status/721639539840786432,4/17/2016 10:00,7.22E+17,2,13,12,,,,,0,0,,0,,
7.22E+17,clavo3278,,,es,7.22E+17,@tinocotania 10 mil militares están yendo a apoyar.,https://www.twitter.com/clavo3278/status/721581231842926593,4/17/2016 6:09,7.22E+17,2,13,12,,,,,0,0,,0,1,
7.22E+17,dannypaulzc,,,es,7.22E+17,@tinocotania Alcalde de Pedernales: la ciudad está destrozada y no tenemos la capacidad operativa... necesitamos ayuda,https://www.twitter.com/dannypaulzc/status/721574390299811840,4/17/2016 5:41,7.22E+17,2,13,12,,,,,1,0,,0,,
7.22E+17,soraya_roj,,,es,7.22E+17,@T13 a levantarse. Ecuador animo tras la adversidad,https://www.twitter.com/soraya_roj/status/721537230892896257,4/17/2016 3:14,7.22E+17,2,3,3,,,,,0,0,,1,,
7.22E+17,T13,,,es,,"LO ÚLTIMO | Terremoto en Ecuador: Al menos 28 muertos tras sismo de magnitud 7,8» https://t.co/DdL7bQ3Kfd https://t.co/iUTTYkfD0C",https://www.twitter.com/T13/status/721529418934587392,4/17/2016 2:43,7.22E+17,1,3,3,1,,,,0,0,,0,,
7.22E+17,orilena_azul,,,es,7.22E+17,@T13 que terrible Dios los proteja de todo lo que viene.Nosotros los Chilenos sabemos lo que se sufre.,https://www.twitter.com/orilena_azul/status/721536693719973889,4/17/2016 3:12,7.22E+17,2,3,3,,,,,0,0,,1,,
7.22E+17,torresita1981,,,es,,Canoa necesita ayuda! Por favor @ECU911_ @PoliciaEcuador @JorgeGlas #prayforecuador #canoa #manabi #ecuador,https://www.twitter.com/torresita1981/status/721645519458709509,4/17/2016 10:24,7.22E+17,1,4,3,,,,,1,0,,0,,
7.22E+17,torresita1981,,,es,7.22E+17,@raulmoreno1 @ECU911_ @JorgeGlas Hasta las 9am que estuve en Canoa no había asistencia alguna.,https://www.twitter.com/torresita1981/status/721808043957174272,4/17/2016 21:10,7.22E+17,4,4,3,,,,,0,0,,0,1,
7.22E+17,raulmoreno1,,,es,7.22E+17,@ECU911_ @torresita1981 @JorgeGlas fueron a Canoa? Cuando llegan?,https://www.twitter.com/raulmoreno1/status/721658036280905728,4/17/2016 11:14,7.22E+17,3,4,3,,,,,0,0,,0,,
7.22E+17,ECU911_,,,es,7.22E+17,Estimada @torresita1981 las instituciones de emergencia despliegan todo su contingente para ayudar a las víctimas cc. @JorgeGlas,https://www.twitter.com/ECU911_/status/721646671147503616,4/17/2016 10:29,7.22E+17,2,4,3,,,,,0,1,,0,,
7.22E+17,2005_keyli,,,es,7.22E+17,@CNNEE fue fatal.. en mis 28 años no eh vivido algo así... desesperante..,https://www.twitter.com/2005_keyli/status/721697660139368449,4/17/2016 13:51,7.22E+17,2,19,18,,,,,0,0,,0,,
7.22E+17,CNNEE,,,es,,Sismo en #Ecuador: 77 muertos y más de 500 heridos https://t.co/TYikoPn6Rq,https://www.twitter.com/CNNEE/status/721620794581913600,4/17/2016 8:46,7.22E+17,1,19,18,1,,,,0,0,,0,,
7.22E+17,tanofernandoriv,,,es,7.22E+17,@CNNEE amen x mi pais x favor,https://www.twitter.com/tanofernandoriv/status/721694446597836800,4/17/2016 13:38,7.22E+17,2,19,18,,,,,0,0,,1,,
7.22E+17,andrademinaya77,,,es,7.22E+17,@CNNEE Dios tenga misericordia,https://www.twitter.com/andrademinaya77/status/721721377070252032,4/17/2016 15:25,7.22E+17,2,19,18,,,,,0,0,,1,,
7.22E+17,netzzie062723,,,es,7.22E+17,@CNNEE POR DIOS HAY Q PORTARSE BIEN NO SABEMOS EL DIA NI LA HORA Q DIOS NOS LLAME A SU LADO,https://www.twitter.com/netzzie062723/status/721677740760371200,4/17/2016 12:32,7.22E+17,2,19,18,,,,,0,0,,1,,
7.22E+17,Traumapedia,,,es,7.22E+17,@gabarteaga28 @CNNEE México esta con ustedes en breve llegará la ayuda. #TerremotoEcuador las primeras horas son difíciles lo sabemos,https://www.twitter.com/Traumapedia/status/721672839640670208,4/17/2016 12:13,7.22E+17,3,19,18,,,,,0,0,,1,,
7.22E+17,gabarteaga28,,,es,7.22E+17,@CNNEE porfabor a las personas de otros lados ayúdennos soy de la Costa esta destruido miles d gente an perdidos sus casas no hay comida agu,https://www.twitter.com/gabarteaga28/status/721662671393845249,4/17/2016 11:32,7.22E+17,2,19,18,,,,,1,0,,0,,
7.22E+17,TycJose,,,es,7.22E+17,@CNNEE Dios le de fuera a para sobrepasar ese aterradores días Dios les vendía y fueras,https://www.twitter.com/TycJose/status/721722800197644289,4/17/2016 15:31,7.22E+17,2,19,18,,,,,0,0,,1,,
7.22E+17,dianabobadill13,,,es,7.22E+17,@CNNEE q terrible situacion dios los ayude a superar el dolor de la perdida de sus familiares,https://www.twitter.com/dianabobadill13/status/721656410279440384,4/17/2016 11:07,7.22E+17,2,19,18,,,,,0,0,,1,,
7.22E+17,jnarcisausulle,,,es,7.22E+17,@CNNEE GOBIERNO INCAPAZ DE ATENDER ... CNNN NO MIENTA DIGA LA VERDAD ... NO TAPEN AL GOBIERNO .. VEAN COMO ROBA BUROCRACIA,https://www.twitter.com/jnarcisausulle/status/721698304870989824,4/17/2016 13:54,7.22E+17,2,19,18,,,,,0,0,,0,,
7.22E+17,gerhard_estrada,,,es,7.22E+17,@CNNEE mis condolencias al pueblo ecuatoriano.,https://www.twitter.com/gerhard_estrada/status/721638804805672960,4/17/2016 9:57,7.22E+17,2,19,18,,,,,0,0,,1,,
7.22E+17,2005_keyli,,,es,7.22E+17,@CNNEE mi dios!,https://www.twitter.com/2005_keyli/status/721697983788683264,4/17/2016 13:53,7.22E+17,2,19,18,,,,,0,0,,1,,
7.22E+17,MAJADUGA,,,es,7.22E+17,@CNNEE gracias a ustedes por la información Saludos desde Quito,https://www.twitter.com/MAJADUGA/status/721662623557820417,4/17/2016 11:32,7.22E+17,2,19,18,,,,,0,0,,0,,
7.22E+17,FFornosj,,,es,7.22E+17,@CNNEE dramatico. Solidaridad y oración por todas las victimas del seismo y sus familias. Voy a Ecuador en mayo. @aomejecuador,https://www.twitter.com/FFornosj/status/721626793115922432,4/17/2016 9:10,7.22E+17,2,19,18,,,,,0,0,,1,,
7.22E+17,Giaga0777,,,es,7.22E+17,@CNNEE hay más muertos y heridos pero el Gobierno oculta información del desastre,https://www.twitter.com/Giaga0777/status/721623268466233344,4/17/2016 8:56,7.22E+17,2,19,18,1,,,,0,0,,0,,
7.22E+17,AlexDiazVegaa,,,es,7.22E+17,@CNNEE Ya son 142 fallecidos y más de 600 heridos. 😭,https://www.twitter.com/AlexDiazVegaa/status/721670431674142721,4/17/2016 12:03,7.22E+17,2,19,18,1,,,,0,0,,0,,
7.22E+17,jhonjairotelloc,,,es,7.22E+17,"@CNNEE @mariocanessa fuerza hermanos de mi ecuador de esto si podemos salir , venduciones hermsnis ecuatorianos",https://www.twitter.com/jhonjairotelloc/status/721710888185688064,4/17/2016 14:44,7.22E+17,2,19,18,,,,,0,0,,1,,
7.22E+17,MdBuzetta,,,es,7.22E+17,@CNNEE Dios mío,https://www.twitter.com/MdBuzetta/status/721627405186637824,4/17/2016 9:12,7.22E+17,2,19,18,,,,,0,0,,1,,
7.22E+17,ilianitay,,,es,7.22E+17,@LuisEnrique @TA_Produccion  gracias Luis Enrique...Ecuador unido y saldremos adelante..!!! Dios nos bendiga,https://www.twitter.com/ilianitay/status/721907896695595009,4/18/2016 3:47,7.22E+17,2,15,14,,,,,0,0,,1,,
7.22E+17,LuisEnrique,,,es,,"Queridos cómplices de #Ecuador, por favor repórtense, estoy atento a las noticias del terremoto. Mis oraciones con ustedes. 🙏🏼",https://www.twitter.com/LuisEnrique/status/721513058313576448,4/17/2016 1:38,7.22E+17,1,15,14,,,,,0,0,,1,,
7.22E+17,AngelAyalaA,,,es,7.22E+17,@LuisEnrique Estamos bien. Muchas gracias. Bendiciones.,https://www.twitter.com/AngelAyalaA/status/721516059501686784,4/17/2016 1:50,7.22E+17,2,15,14,,,,,0,0,,1,,
7.22E+17,lu_monalissa,,,es,7.22E+17,"@LuisEnrique Gracias maestro. Bendiciones, sigan orando!!",https://www.twitter.com/lu_monalissa/status/721909466057351169,4/18/2016 3:53,7.22E+17,2,15,14,,,,,0,0,,1,,
7.22E+17,jmeror,,,es,7.22E+17,"@LuisEnrique  gracias por estar atento, saldremos adelante juntos, ""se vale dudar, pero jamás te me rindas"", abrazo",https://www.twitter.com/jmeror/status/721773100585627650,4/17/2016 18:51,7.22E+17,2,15,14,,,,,0,0,,1,,
7.22E+17,NestorCalderonA,,,es,7.22E+17,@LuisEnrique desde Guayaquil estimado reportándome gracias a dios mi familia y yo estamos bien lamentablemente mis compatriotas de 1/2,https://www.twitter.com/NestorCalderonA/status/721588095196524544,4/17/2016 6:36,7.22E+17,2,15,14,,,,,0,0,,1,,
7.22E+17,camilaros44,,,es,7.22E+17,@LuisEnrique gracias 💛,https://www.twitter.com/camilaros44/status/721555844630974464,4/17/2016 4:28,7.22E+17,2,15,14,,,,,0,0,,1,,
7.22E+17,rbaquerizo74,,,es,7.22E+17,"@LuisEnrique complicados, la situacion peor q Messi los ultimos partidos pero mañana alinee bien al equipo. Gracias por interesarse #Ecuador",https://www.twitter.com/rbaquerizo74/status/721514627838959616,4/17/2016 1:44,7.22E+17,2,15,14,,,,,0,0,,1,,
7.22E+17,NestorCalderonA,,,es,7.22E+17,@LuisEnrique 2/2 lamentablemente mis hermanos de Pedernales Provincia de Manabi están súper afectados mañana recién se podrá saber más,https://www.twitter.com/NestorCalderonA/status/721588723616493569,4/17/2016 6:38,7.22E+17,2,15,14,,,,,0,0,,0,1,
7.22E+17,coloradojcp,,,es,7.22E+17,@LuisEnrique gracias luis por tus palabras y oraciones de verdad q la necesitamos aquí en mi pueblo...bendiciones,https://www.twitter.com/coloradojcp/status/722100134461468672,4/18/2016 16:31,7.22E+17,2,15,14,,,,,0,0,,1,,
7.22E+17,ChinaRiveraB,,,es,7.22E+17,@LuisEnrique aun asustada esperando noticias gracias por tu preocupación,https://www.twitter.com/ChinaRiveraB/status/721513733684654080,4/17/2016 1:40,7.22E+17,2,15,14,,,,,0,0,,1,,
7.22E+17,giovacris20,,,es,7.22E+17,@LuisEnrique gracias por tus oraciones por nuestros hermanos ecuatorianos.. Tenemos fe que todo saldrá bien,https://www.twitter.com/giovacris20/status/721669981323292672,4/17/2016 12:01,7.22E+17,2,15,14,,,,,0,0,,1,,
7.22E+17,Carla_Santana27,,,es,7.22E+17,"@LuisEnrique @evaayllon Mi querido Luis Enrique Casi no hay comunicacion, aumenta la cantidad de muertos y  MANABI es la mas afectada 😔😭💔",https://www.twitter.com/Carla_Santana27/status/722272782730600449,4/19/2016 3:57,7.22E+17,2,15,14,1,,,1,0,0,,0,,
7.22E+17,FABIANVIZCAINOR,,,es,7.22E+17,@LuisEnrique algunos danos estructurales no se oficiLiza victimas aún... Estuvo fuerte y largo saludos,https://www.twitter.com/FABIANVIZCAINOR/status/721513535537287168,4/17/2016 1:40,7.22E+17,2,15,14,1,,,1,0,0,,0,,
7.22E+17,RaquelMtnez_tv,,,es,,"Terremoto en Ecuador deja, hasta ahora, 77 muertos #PreparandoTDFS1",https://www.twitter.com/RaquelMtnez_tv/status/721605406972321792,4/17/2016 7:45,7.22E+17,1,4,3,1,,,,0,0,,0,,
7.22E+17,disfrutamallork,,,es,7.22E+17,@RaquelMtnez_tv Buenos días que no había saludado...,https://www.twitter.com/disfrutamallork/status/721623272325062656,4/17/2016 8:56,7.22E+17,2,4,3,,,,,0,0,,0,,
7.22E+17,Annumarce,,,es,7.22E+17,@RaquelMtnez_tv DEP y que no se eleve demasiado ese número,https://www.twitter.com/Annumarce/status/721605668629778432,4/17/2016 7:46,7.22E+17,2,4,3,,,,,0,0,,0,,
7.22E+17,disfrutamallork,,,es,7.22E+17,@RaquelMtnez_tv la tierras está inquieta... cuanta diferencia en el número de muertos entre Ecuador y Japón... desigualdades económicas,https://www.twitter.com/disfrutamallork/status/721623206138933249,4/17/2016 8:55,7.22E+17,2,4,3,,,,,0,0,,0,,
7.22E+17,Mary_fer1996,,,es,7.22E+17,RT: @Telemundo El Presidente de #Ecuador confirma que suben a 233 los muertos tras el terremoto de 7.8 grados https://t.co/kInmWeq0GP,https://www.twitter.com/Mary_fer1996/status/721721300218212354,4/17/2016 15:25,7.22E+17,2,8,7,1,,,,0,0,,0,,
7.22E+17,Telemundo,,,es,,El Presidente de #Ecuador confirma que suben a 233 los muertos tras el terremoto de 7.8 grados. https://t.co/EdpskJiWE4,https://www.twitter.com/Telemundo/status/721720548082991104,4/17/2016 15:22,7.22E+17,1,8,7,1,,,,0,0,,0,,
7.22E+17,VallMarisa,,,es,7.22E+17,@Telemundo El Presidente de #Ecuador confirma que suben a 233 los muertos tras el terremoto de 7.8 grados. https://t.co/gFdLdIOYBv,https://www.twitter.com/VallMarisa/status/721759544494452736,4/17/2016 17:57,7.22E+17,2,8,7,1,,,,0,0,,0,,
7.22E+17,VallMarisa,,,es,7.22E+17,@Telemundo CUANTO DOLOR 😢 Y TRISTEZA!!! DESDE #ARGENTINA NUESTRO CORAZÓN 💖 PARA TODO #ECUADOR!!! Q #DIOS SE APIADE!!!,https://www.twitter.com/VallMarisa/status/721752957671325696,4/17/2016 17:31,7.22E+17,2,8,7,,,,,0,0,,1,,
7.22E+17,lokomiguelito7,,,es,7.22E+17,@Telemundo necesitamos helicópteros para victimasy maquinaria  limpieza escombros equipos de rescate aun hay gente atrapada #PrayForEcuador,https://www.twitter.com/lokomiguelito7/status/721723024790134789,4/17/2016 15:32,7.22E+17,2,8,7,,1,,,1,0,,0,,
7.22E+17,AnaCeciliaFigu1,,,es,7.22E+17,@Telemundo Que Dios les de Fortaleza y los Bendiga...,https://www.twitter.com/AnaCeciliaFigu1/status/721754673917665280,4/17/2016 17:38,7.22E+17,2,8,7,,,,,0,0,,1,,
7.22E+17,mofeliarom,,,es,7.22E+17,"@Telemundo porque no están cubriendo el Terremoto de Ecuador en vivo, que pasa no es Latinoamérica?",https://www.twitter.com/mofeliarom/status/721722645788528641,4/17/2016 15:31,7.22E+17,2,8,7,,,,,0,0,,0,,
7.22E+17,andreau49227060,,,es,7.22E+17,@Telemundo  @GloriaTrevi @AGM0128     q triste espero q se encuentren bien queridos amigos @EcuadorGlow,https://www.twitter.com/andreau49227060/status/721721013357178880,4/17/2016 15:24,7.22E+17,2,8,7,,,,,0,0,,1,,
7.22E+17,danykanashiro,,,es,,Repito. Una vergüenza la cobertura de las principales cadenas de noticias internacionales sobre todo sobre el terremoto en Ecuador.,https://www.twitter.com/danykanashiro/status/721540837188976641,4/17/2016 3:28,7.22E+17,1,4,4,,,,,0,0,,0,,
7.22E+17,SirJuanCarlos,,,es,7.22E+17,@danykanashiro no encuentro nada,https://www.twitter.com/SirJuanCarlos/status/721541290534563840,4/17/2016 3:30,7.22E+17,2,4,4,,,,,0,0,,0,,
7.22E+17,martingv84,,,es,7.22E+17,#TerremotoEnEcuador  @danykanashiro 👎 @CNNEE  👎 @MashiRafael 👎 #ChavezSur @teleSURtv tampoco informa 👎 https://t.co/XNuxe8hDqX,https://www.twitter.com/martingv84/status/721549419317956608,4/17/2016 4:02,7.22E+17,2,4,4,,,,,0,0,,0,,
7.22E+17,Spermat0,,,es,7.22E+17,@danykanashiro sera porque CORREA es el presidente?,https://www.twitter.com/Spermat0/status/721544302632034308,4/17/2016 3:42,7.22E+17,2,4,4,,,,,0,0,,0,,
7.23E+17,williamloort,,,es,7.22E+17,@LucioGutierrez3 @3Gilmar @lorecoello80 aca no se necesita frases de apoyo lo que queremos es ayuda,https://www.twitter.com/williamloort/status/722585131337256960,4/20/2016 0:38,7.22E+17,2,5,5,,,,,0,0,,0,,
7.22E+17,LucioGutierrez3,,,es,,"Profundamente consternado por terremoto, mi solidaridad total con familias de víctimas y por daños materiales @3Gilmar @lorecoello80",https://www.twitter.com/LucioGutierrez3/status/721548648304242688,4/17/2016 3:59,7.22E+17,1,5,5,,,,,0,0,,1,,
7.23E+17,OswaldoIllapa1,,,es,7.22E+17,@LucioGutierrez3 @3Gilmar @lorecoello80 @OswaldoIllapa1   q b  las oraciones pidiendo al padre eterno que no se olvide que somos su creacion,https://www.twitter.com/OswaldoIllapa1/status/723188506420338688,4/21/2016 16:35,7.22E+17,2,5,5,,,,,0,0,,1,,
7.23E+17,EfrenAjila,,,es,7.22E+17,@LucioGutierrez3 @3Gilmar @lorecoello80 ya fuistes ya no estorbes ...........,https://www.twitter.com/EfrenAjila/status/722731318535196672,4/20/2016 10:19,7.22E+17,2,5,5,,,,,0,0,,0,,
7.22E+17,Natahli_Vega,,,es,7.22E+17,@LucioGutierrez3 @3Gilmar @lorecoello80 se solidario y doña de lo q nos robaste,https://www.twitter.com/Natahli_Vega/status/722426517398102016,4/19/2016 14:07,7.22E+17,2,5,5,,,,,0,0,,1,,
7.22E+17,Patriotas_sur,,,es,7.22E+17,@bbcmundo Y los medios de comunicacion desaparecidos no hay informacion ni prevenciones,https://www.twitter.com/Patriotas_sur/status/721514904289742848,4/17/2016 1:45,7.22E+17,2,7,6,,,,,0,0,,0,,
7.22E+17,bbcmundo,,,es,,Fuerte terremoto en la costa de Ecuador https://t.co/2GuLYnX0fe https://t.co/62VBf7VFvB,https://www.twitter.com/bbcmundo/status/721513545750417408,4/17/2016 1:40,7.22E+17,1,7,6,,,,,0,0,1,0,,
7.22E+17,Patriotas_sur,,,es,7.22E+17,@bbcmundo No hay informscion ni medidas de prevencion de los medios de comunicacion en el Ecuador..,https://www.twitter.com/Patriotas_sur/status/721515444058865664,4/17/2016 1:47,7.22E+17,2,7,6,,,,,0,0,,0,,
7.22E+17,InfameLennon,,,es,7.22E+17,@bbcmundo @iNoraF1 TERREMOTO ????.... Chuta esto a los familiares en los Niuyores o los Europas los va a estremecer !!!,https://www.twitter.com/InfameLennon/status/721514353657278465,4/17/2016 1:43,7.22E+17,2,7,6,,,,,0,0,,0,,
7.22E+17,GalvisX25,,,es,7.22E+17,@bbcmundo eso fue hace dos horas de ultima hora no tiene nada,https://www.twitter.com/GalvisX25/status/721513900156522497,4/17/2016 1:41,7.22E+17,2,7,6,,,,,0,0,,0,,
7.22E+17,ElProfeBauza,,,es,7.22E+17,@bbcmundo 6.5 origen en esmeraldas cerca de muisne. . Pero se sintió terrible en guayaquil.. todos están estremecido afueras de sus casa..,https://www.twitter.com/ElProfeBauza/status/721514131963133952,4/17/2016 1:42,7.22E+17,2,7,6,,,1,,0,0,1,0,,
7.22E+17,CAFEDOME,,,es,7.22E+17,@bbcmundo en Cali Colombia se sintio muy duro pero no causo alarma,https://www.twitter.com/CAFEDOME/status/721514598793392128,4/17/2016 1:44,7.22E+17,2,7,6,,,,,0,0,,0,1,
7.22E+17,coberdigital,,,es,,Sigue creciendo nuestro dolor: 77 muertos y contando en #Ecuador tras sismo 7.8 grados #SismoEcuador  https://t.co/LUrKXktPJj,https://www.twitter.com/coberdigital/status/721594742216269828,4/17/2016 7:02,7.22E+17,1,3,2,1,,,,0,0,,0,,
7.22E+17,susanaherrera,,,es,7.22E+17,"@coberdigital @eluniversocom @vicenteopi Abrazo fuerte con mi oración, Christian!",https://www.twitter.com/susanaherrera/status/721612093099810816,4/17/2016 8:11,7.22E+17,2,3,2,,,,,0,0,,1,,
7.22E+17,coberdigital,,,es,7.22E+17,"@susanaherrera  gracias, hora de unirnos por acá!",https://www.twitter.com/coberdigital/status/721723823649894400,4/17/2016 15:35,7.22E+17,3,3,2,,,,,0,0,,1,,
7.22E+17,El_Komander1,,,es,,"Mis oraciones con nuestros hermanos de Ecuador, espero no haya víctimas que lamentar después  del terremoto que sacudió la región.",https://www.twitter.com/El_Komander1/status/721501569284513792,4/17/2016 0:52,7.22E+17,1,4,4,,,,,0,0,,1,,
7.22E+17,noemi13182020,,,es,7.22E+17,@El_Komander1  hola me gusta tu música eres lo maximo,https://www.twitter.com/noemi13182020/status/721833171696750592,4/17/2016 22:50,7.22E+17,2,4,4,,,,,0,0,,0,,
7.22E+17,YUHAINE1,,,es,7.22E+17,@El_Komander1 ains papasito mi cumpl3 es despues del tuyo ains me enamore de ti cheketeto bsotes mi amor❤💋💋💋👈,https://www.twitter.com/YUHAINE1/status/721504023044460544,4/17/2016 1:02,7.22E+17,2,4,4,,,,,0,0,,0,,
7.22E+17,MirnaRo87404195,,,es,7.22E+17,@El_Komander1 hola,https://www.twitter.com/MirnaRo87404195/status/721528481163513856,4/17/2016 2:39,7.22E+17,2,4,4,,,,,0,0,,0,,
7.22E+17,luismalf,,,es,7.22E+17,@TeresaArboleda @MashiRafael  ojalá tenga razón !,https://www.twitter.com/luismalf/status/721572160809078785,4/17/2016 5:33,7.22E+17,2,4,4,,,,,0,0,,0,,
7.22E+17,TeresaArboleda,,,es,,"Con un sismo de 7.8 ""Los daños son mínimos para lo que pudo suceder"". @MashiRafael #SismoEcuador",https://www.twitter.com/TeresaArboleda/status/721571895775227904,4/17/2016 5:32,7.22E+17,1,4,4,,,,,0,0,1,0,,
7.22E+17,linger22501,,,es,7.22E+17,@TeresaArboleda @MayBayas @MashiRafael terremoto Haití 7.0 300.000 muertos a eso se refiere ella 80% del país destruido,https://www.twitter.com/linger22501/status/721599613963214848,4/17/2016 7:22,7.22E+17,2,4,4,,,,,0,0,1,0,1,
7.22E+17,hugoteran681,,,es,7.22E+17,@TeresaArboleda @MashiRafael sismo ??? Ecuador tiene de todo tipo de ciudadanos . sismo ?????,https://www.twitter.com/hugoteran681/status/721576309969838080,4/17/2016 5:49,7.22E+17,2,4,4,,,,,0,0,,0,,
